해역,년도,광역시도,지선,위도,경도,,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.855',126° 20.869',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.396',126° 21.111',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.609',126° 21.187',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 29.096',126° 21.243',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.764',126° 21.529',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.699',126° 22.047',,
제주,2016,제주도,제주시 애월읍 신엄리,33° 28.768',126° 22.230',,
제주,2016,제주도,제주시 구좌읍 한동리,33° 32.939',126° 50.616',,
제주,2016,제주도,제주시 구좌읍 한동리,33° 33.540',126° 49.503',,
제주,2016,제주도,제주시 구좌읍 한동리,33° 34.200',126° 49.725',,
제주,2016,제주도,제주시 구좌읍 한동리,33° 33.194',126° 50.115',,
제주,2016,제주도,제주시 구좌읍 한동리,33° 32.235',126° 50.338',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 16.101',126° 38.981',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 15.551',126° 39.004',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 16.177',126° 39.166',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 16.187',126° 39.488',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 16.331',126° 39.542',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 15.731',126° 39.639',,
제주,2016,제주도,서귀포시 남원읍 위미1리,33° 16.410',126° 39.750',,
동해,2017,강원도,고성군 거진읍 반암리,38° 26.603',128° 27.376',,
동해,2017,강원도,고성군 거진읍 반암리,38° 25.940',128° 27.760',,
동해,2017,강원도,고성군 거진읍 반암리,38° 25.989',128° 28.158',,
동해,2017,강원도,고성군 거진읍 반암리,38° 26.603',128° 28.158',,
동해,2017,강원도,양양군 손양면 수산리,38° 05.133',128° 40.500',,
동해,2017,강원도,양양군 손양면 수산리,38° 04.384',128° 40.651',,
동해,2017,강원도,양양군 손양면 수산리,38° 04.384',128° 41.250',,
동해,2017,강원도,양양군 손양면 수산리,38° 05.134',128° 41.250',,
동해,2017,강원도,양양군 손양면 오산리,38° 06.000',128° 39.455',,
동해,2017,강원도,양양군 손양면 오산리,38° 06.307',128° 39.878',,
동해,2017,강원도,양양군 손양면 오산리,38° 05.250',128° 40.338',,
동해,2017,강원도,양양군 손양면 오산리,38° 05.779',128° 40.500',,
동해,2017,강원도,양양군 손양면 오산리,38° 05.250',128° 40.500',,
동해,2017,경상북도,영덕군 남정면 부흥리,36° 17.250',129° 22.500',,
동해,2017,경상북도,영덕군 남정면 부흥리,36° 17.358',129° 22.501',,
동해,2017,경상북도,영덕군 남정면 부흥리,36° 18.000',129° 22.784',,
동해,2017,경상북도,영덕군 남정면 부흥리,36° 17.250',129° 23.500',,
동해,2017,경상북도,영덕군 남정면 부흥리,36° 18.000',129° 23.500',,
동해,2017,경상북도,포항시 남구 장길리,35° 57.000',129° 32.597',,
동해,2017,경상북도,포항시 남구 장길리,35° 57.761',129° 32.972',,
동해,2017,경상북도,포항시 남구 장길리,35° 56.930',129° 33.389',,
동해,2017,경상북도,포항시 남구 장길리,35° 57.757',129° 33.568',,
동해,2017,경상북도,포항시 남구 영암1리,35° 54.739',129° 31.504',,
동해,2017,경상북도,포항시 남구 영암1리,35° 54.000',129° 32.029',,
동해,2017,경상북도,포항시 남구 영암1리,35° 54.750',129° 32.250',,
동해,2017,경상북도,포항시 남구 영암1리,35° 53.998',129° 32.496',,
동해,2017,경상북도,경주시 감포읍 나정2리,35° 45.724',129° 29.664',,
동해,2017,경상북도,경주시 감포읍 나정2리,35° 46.497',129° 29.742',,
동해,2017,경상북도,경주시 감포읍 나정2리,35° 45.750',129° 30.113',,
동해,2017,경상북도,경주시 감포읍 나정2리,35° 46.496',129° 30.245',,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",37° 58.616',124° 37.420',,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",37° 58.681',124° 39.191',,
서해,2017,인천광역시,"옹진군 백령면 백령도
(연화리)",37° 58.421',124° 39.206',,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36° 41.471',126° 13.012',,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36° 41.469',126° 13.009',,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36° 41.462',126° 13.016',,
서해,2017,충청남도,"태안군 근흥면 도황리
(1단지)",36° 41.464',126° 13.019',,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36° 41.483',126° 12.927',,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36° 41.469',126° 12.932',,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36° 41.470',126° 12.936',,
서해,2017,충청남도,"태안군 근흥면 도황리
(2단지)",36° 41.483',126° 12.931',,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36° 41.492',126° 12.912',,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36° 41.488',126° 12.911',,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36° 41.485',126° 12.923',,
서해,2017,충청남도,"태안군 근흥면 도황리
(3단지)",36° 41.488',126° 12.924',,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34° 48.003',128° 40.500',,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34° 48.750',128° 40.503',,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34° 48.749',128° 40.661',,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34° 48.001',128° 41.250',,
남해,2017,경상남도,거제시 일운면 구조라?망치리,34° 48.587',128° 41.250',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 43.437',128° 00.752',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 42.749',128° 00.753',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 43.459',128° 00.887',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 43.401',128° 01.255',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 43.337',128° 01.397',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 42.753',128° 01.436',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 42.932',128° 01.494',,
남해,2017,경상남도,남해군 미조면 송정?금포?천하,34° 43.247',128° 01.502',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.999',127° 20.998',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.501',127° 20.999',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.697',127° 21.107',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.547',127° 21.217',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.255',127° 21.237',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.453',127° 21.669',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.255',127° 21.697',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.995',127° 21.750',,
남해,2017,전라남도,여수시 삼산면 손죽도,34° 17.537',127° 21.751',,
남해,2017,전라남도,여수시 남면 안도리,34° 30.005',127° 48.752',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.864',127° 48.752',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.478',127° 48.774',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.354',127° 48.852',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.581',127° 48.859',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.791',127° 49.165',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.650',127° 49.178',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.305',127° 49.211',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.250',127° 49.227',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.799',127° 49.268',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.699',127° 49.329',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.248',127° 49.499',,
남해,2017,전라남도,여수시 남면 안도리,34° 30.000',127° 49.499',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.943',127° 49.499',,
남해,2017,전라남도,여수시 남면 안도리,34° 29.700',127° 49.499',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.864',126° 46.536',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.828',126° 46.687',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 34.414',126° 46.702',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 34.380',126° 47.300',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.651',126° 47.317',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.968',126° 47.640',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.987',126° 47.922',,
제주,2017,제주도,제주시 구좌읍 월정리,33° 33.322',126° 47.968',,
제주,2017,제주도,제주시 한경면 두모리,33° 20.254',126° 09.222',,
제주,2017,제주도,제주시 한경면 두모리,33° 20.156',126° 09.645',,
제주,2017,제주도,제주시 한경면 두모리,33° 21.257',126° 10.448',,
제주,2017,제주도,제주시 한경면 두모리,33° 21.117',126° 10.645',,
제주,2017,제주도,서귀포시 남원읍 위미2리,33° 15.949',126° 39.697',,
제주,2017,제주도,서귀포시 남원읍 위미2리,33° 15.868',126° 39.704',,
제주,2017,제주도,서귀포시 남원읍 위미2리,33° 16.034',126° 40.209',,
제주,2017,제주도,서귀포시 남원읍 위미2리,33° 15.800',126° 40.806',,
제주,2017,제주도,서귀포시 남원읍 위미2리,33° 16.090',126° 41.559',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 28.266',126° 56.089',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 28.416',126° 56.154',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 28.419',126° 56.173',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.979',126° 56.403',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.670',126° 56.482',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.188',126° 56.659',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.550',126° 56.705',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.750',126° 56.760',,
제주,2017,제주도,서귀포시 성산읍 성산리,33° 27.411',126° 56.927',,
제주,2017,제주도,서귀포시 성산읍 시흥리,33° 29.025',126° 54.130',,
제주,2017,제주도,서귀포시 성산읍 시흥리,33° 28.232',126° 55.356',,
제주,2017,제주도,서귀포시 성산읍 시흥리,33° 29.339',126° 55.782',,
제주,2017,제주도,서귀포시 성산읍 시흥리,33° 28.798',126° 56.146',,
동해,2018,강원도,고성군 가진리,38° 22.500',128° 30.750',,
동해,2018,강원도,고성군 가진리,38° 21.750',128° 30.750',,
동해,2018,강원도,고성군 가진리,38° 21.750',128° 31.500',,
동해,2018,강원도,고성군 가진리,38° 22.500',128° 31.500',,
동해,2018,강원도,고성군 대진리,38° 30.260',128° 25.500',,
동해,2018,강원도,고성군 대진리,38° 30.750',128° 25.500',,
동해,2018,강원도,고성군 대진리,38° 30.750',128° 25.875',,
동해,2018,강원도,고성군 대진리,38° 30.345',128° 26.250',,
동해,2018,강원도,고성군 대진리,38° 29.256',128° 26.250',,
동해,2018,강원도,삼척시 덕산리,37° 23.250',129° 15.000',,
동해,2018,강원도,삼척시 덕산리,37° 22.500',129° 15.000',,
동해,2018,강원도,삼척시 덕산리,37° 22.500',129° 15.750',,
동해,2018,강원도,삼척시 덕산리,37° 23.250',129° 15.750',,
동해,2018,강원도,양양군 인구리,37° 58.500',128° 45.750',,
동해,2018,강원도,양양군 인구리,37° 57.750',128° 45.750',,
동해,2018,강원도,양양군 인구리,37° 57.750',128° 46.500',,
동해,2018,강원도,양양군 인구리,37° 58.500',128° 46.500',,
동해,2018,강원도,양양군 하광정리,38° 01.500',128° 43.500',,
동해,2018,강원도,양양군 하광정리,38° 00.750',128° 43.500',,
동해,2018,강원도,양양군 하광정리,38° 01.500',128° 44.250',,
동해,2018,강원도,양양군 하광정리,38° 00.750',128° 44.250',,
동해,2018,경상북도,영덕군 금곡리,36° 39.000',129° 24.750',,
동해,2018,경상북도,영덕군 금곡리,36° 38.250',129° 24.750',,
동해,2018,경상북도,영덕군 금곡리,36° 38.250',129° 25.500',,
동해,2018,경상북도,영덕군 금곡리,36° 39.000',129° 25.500',,
동해,2018,경상북도,영덕군 대진1리,36° 34.500',129° 25.500',,
동해,2018,경상북도,영덕군 대진1리,36° 33.750',129° 25.500',,
동해,2018,경상북도,영덕군 대진1리,36° 34.500',129° 26.250',,
동해,2018,경상북도,영덕군 대진1리,36° 33.750',129° 26.250',,
동해,2018,경상북도,울진군 거일2리,36° 42.000',129° 28.500',,
동해,2018,경상북도,울진군 거일2리,36° 42.750',129° 28.500',,
동해,2018,경상북도,울진군 거일2리,36° 42.750',129° 29.250',,
동해,2018,경상북도,울진군 거일2리,36° 42.000',129° 29.250',,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35° 21.750',129° 21.000',,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35° 21.000',129° 21.000',,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35° 21.750',129° 21.750',,
동해,2018,울산광역시,"울주군 서생면 대송리
(평동)",35° 21.000',129° 21.750',,
서해,2018,전라북도,군산시 옥도면 신시도, 35° 49.875',126° 26.579',,
서해,2018,전라북도,군산시 옥도면 신시도, 35° 49.873',126° 26.464',,
서해,2018,전라북도,군산시 옥도면 신시도, 35° 49.781',126° 26.464',,
